 "s" , "p" , "o" ,
 "https://w3id.org/artchives/MD1559564294298" , "http://www.w3.org/2000/01/rdf-schema#label" , "                             P. Biagini" ,
 "https://w3id.org/artchives/MD1559564303658" , "http://www.w3.org/2000/01/rdf-schema#comment" , "person or organization" ,
 "https://w3id.org/artchives/MD1559564303658" , "http://www.w3.org/2000/01/rdf-schema#label" , "                             L. Bianchi" ,
 "https://w3id.org/artchives/MD1559564309532" , "http://www.w3.org/2000/01/rdf-schema#comment" , "person or organization" ,
 "https://w3id.org/artchives/MD1559564309532" , "http://www.w3.org/2000/01/rdf-schema#label" , "                             G.P. Biasin" ,
 "https://w3id.org/artchives/MD1559564326021" , "http://www.w3.org/2000/01/rdf-schema#comment" , "person or organization" ,
 "https://w3id.org/artchives/MD1559564326021" , "http://www.w3.org/2000/01/rdf-schema#label" , "                             J. Biakostocki" ,
 "https://w3id.org/artchives/1559563361-99/" , "http://www.w3.org/ns/prov#generatedAtTime" , "2020-11-13T12:12:57.559Z" ,
 "https://w3id.org/artchives/1559563361-99/" , "http://www.w3.org/ns/prov#wasGeneratedBy" , "https://w3id.org/artchives/marilena-dot-daquino2-at-unibo-dot-it" ,
 "https://w3id.org/artchives/1559563361-99/" , "https://w3id.org/artchives/publicationStage" , "published" ,
 "https://w3id.org/artchives/1559563361-99/" , "http://www.w3.org/ns/prov#wasInfluencedBy" , "https://w3id.org/artchives/marilena-dot-daquino2-at-unibo-dot-it" ,
 "https://w3id.org/artchives/1559563361-99/" , "http://www.w3.org/2000/01/rdf-schema#label" , "Ernst Steinmann" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P170" , "http://www.wikidata.org/entity/Q3057287" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "https://w3id.org/artchives/hasAccessConditions" , "accessible to scientific research by appointment
" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q5592" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q134307" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q5669" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q4692" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q103498" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q1641821" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q3034711" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q692" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q937875" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "https://w3id.org/artchives/MD1559568493236" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "https://w3id.org/artchives/MD1559568527615" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "https://w3id.org/artchives/MD1559568534351" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "https://w3id.org/artchives/MD1559568562249" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q90407" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q108748" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q1650466" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q1818498" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q19754022" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q517" ,
 "https://w3id.org/artchives/collectionnachlass-ernst-steinmann" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q64637" ,
 "http://www.wikidata.org/entity/Q19997512" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q1345" ,
 "http://www.wikidata.org/entity/Q19997512" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q191423" ,
 "http://www.wikidata.org/entity/Q19997512" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q213439" ,
 "http://www.wikidata.org/entity/Q19997512" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q3558578" ,
 "http://www.wikidata.org/entity/Q19997512" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q49210" ,
 "http://www.wikidata.org/entity/Q19997512" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q537874" ,
 "http://www.wikidata.org/entity/Q19997512" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q682827" ,
 "http://www.wikidata.org/entity/Q19997512" , "http://www.wikidata.org/wiki/Property:P569" , "1941" ,
 "http://www.wikidata.org/entity/Q19997512" , "http://www.wikidata.org/wiki/Property:P570" , "2018" ,
 "http://www.wikidata.org/entity/Q19997512" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.wikidata.org/entity/Q5" ,
 "http://www.wikidata.org/entity/Q19997512" , "http://www.w3.org/2000/01/rdf-schema#label" , "Everett Fahy" ,
 "http://www.wikidata.org/entity/Q19997512" , "http://www.w3.org/2000/01/rdf-schema#label" , "                            Everett Fahy" ,
 "http://www.wikidata.org/entity/Q19997512" , "http://purl.org/dc/terms/description" , "Fahy was raised in Philadelphia, PA where he graduated at the University of Virginia in 1962. After graduation, he traveled to Europe and begin to study Ghirlandaio, following the suggestion of John Pope-Hennessy. Fahy entered Harvard studying under Sydney J. Freedberg and Federico Zeri. He received the National Gallery of Art's David H. Finley fellowship in 1964 allowing him to travel in Europe, especially in Italy. In Florence he was able to study at the Biblioteca Berenson, thanks to a Villa I Tatti Fellowship. He received his Ph.D. from Harvard University in 1968 with a thesis on Ghirlandaio's followers under James Ackerman. Fahy was appointed by the Metropolitan Museumn of Art as a consultant to the Department of European Paintings in 1968, and taught in New York University's Institute of Fine Arts from 1969 until 1976. He joined the Met Museum as curator-in-charge in 1970. In 1973 Fahy resigned in order to head the Frick Collection, where he oversaw the expansion of the institution and incentivated the Museum's policy of organizing small but highly scholarly exhibitions. In 1986 he returned to the Metropolitan as the Chair of European Paintings, succeeding Pope-Hennessy. He remained at the Met as Chair until his retirement in 2009. From 2004 until his death (2018) he was a member of the Federico Zeri Foundation Scientific Committee.
" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P106" , "http://www.wikidata.org/entity/Q1622272" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P27" , "http://www.wikidata.org/entity/Q38" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P800" , "https://w3id.org/artchives/artHistorianBibliography" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q1089074" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q1891" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q1361667" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q2044" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q220" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q160538" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q314579" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q1263" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q13367" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P569" , "1962" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.wikidata.org/wiki/Property:P570" , "2008" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.wikidata.org/entity/Q5" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://www.w3.org/2000/01/rdf-schema#label" , "Stefano Tumidei" ,
 "http://www.wikidata.org/entity/Q55453618" , "http://purl.org/dc/terms/description" , "Stefano Tumidei was born on August 15th, 1962 in Forlì. After the degree in Art and Literature, in 1986, with a thesis on Melozzo da Forlì and the Romagna painting in the late fifteenth century, Tumidei studied in Florence (1988-1989) at the Longhi Foundation. In 1990 he got specialized at the University of Bologna with a thesis on Antonio Trentanove and eighteenth-century sculpture in Romagna, and in 1993 he obtained his PhD with a thesis on Melozzo da Forlì. From 1994 to 2000 he was curator of the Civic Museums of Ancient Art in Bologna and head of the Civic Museum of Industrial Art "Galleria Davia Bargellini"; in 1995 he was appointed as honorary inspector of the Soprintendenza ai beni storico artistici in Bologna. In 1994 Tumidei started teaching "Methodology of art-historical research" at the Faculty of Letters and Philosophy of the University of Bologna and in 2000 he became professor in History of Modern Art at the same faculty. He held numerous courses, among with: Bernini and the sculpture of the seventeenth century, the figurative arts in Emilia in the sixteenth century, the role of art connoisseurs. Since 2002 he was a member of the scientific commitee of the Federico Zeri Foundation where he played a decisive role both in the setting up of the cataloging project, and in the planning of the scientific activity. In 2004, on behalf of the Zeri Foundation, he organized the course "The arts in Rome in the 13th century" and in 2007 he was the promoter, together with Anna Ottani Cavina, of the exhibition "Federico Zeri dietro l'immagine. Opere d'arte e fotografia (Bologna, 2009-2010). Stefano Tumidei died in Bologna on May 9th, 2008.
" ,
 "http://www.wikidata.org/entity/Q120993" , "http://www.w3.org/2000/01/rdf-schema#label" , "                         Amedeo Modigliani" ,
 "http://www.wikidata.org/entity/Q13371" , "http://www.w3.org/2000/01/rdf-schema#label" , "Harvard University" ,
 "http://www.wikidata.org/entity/Q13371" , "http://www.w3.org/2000/01/rdf-schema#label" , "         Harvard University" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P106" , "http://www.wikidata.org/entity/Q1792450" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P106" , "http://www.wikidata.org/entity/Q6430706" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P27" , "http://www.wikidata.org/entity/Q38" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P800" , "https://w3id.org/artchives/artHistorianBibliography" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q1361667" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q220" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q309635" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q641" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q42207" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q46" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q168496" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q3020472" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q470147" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q5822" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q309618" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q961451" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q1054145" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q131221" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q244209" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q2683" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q318117" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q471179" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q528620" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q5811" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q8457" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P569" , "1890" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.wikidata.org/wiki/Property:P570" , "1970" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.wikidata.org/entity/Q5" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.w3.org/2000/01/rdf-schema#label" , "Roberto Longhi" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.w3.org/2000/01/rdf-schema#label" , "     Roberto Longhi" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.w3.org/2000/01/rdf-schema#label" , "              Roberto Longhi" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://www.w3.org/2000/01/rdf-schema#label" , "                      Roberto Longhi" ,
 "http://www.wikidata.org/entity/Q1361667" , "http://purl.org/dc/terms/description" , "Longhi was born in 1890 in Alba (Cuneo: Piedmont). He graduated from the University of Turin in 1911 with a dissertation on Caravaggio: his dissertation advisor was Pietro Toesca. After graduation, he supported himself by teaching in secondary schools in Rome (this experience is documented in the Breve ma veridica storia della pittura italiana). In the meantime he attended the School of Advanced Studies, under Adolfo Venturi, who in 1914 assigned him the book review section in his periodical "L'Arte". Between 1913 and 1920 Longhi also contributed to "L'Arte" and "La Voce", the periodical of the Futurist movement. In addition to Caravaggio, another an important topic he studied was Piero della Francesca, considered a relatively obscure artist at the time. He wrote an article on him in 1914 which was then followed by a full length monograph in 1927. During the 1920s Longhi entered the circle of the collector and art dealer Alessandro Contini Bonacossi, who funded his travels in Europe and helped to launch his career as a connoisseur. In 1924 RL married the writer Lucia Lopresti, known by the pen name Anna Banti. He also contributed to other periodicals such as "Pinacotheca" and—as co-author with Ranuccio Bianchi Bandinelli— to "Critica d'Arte". Between 1928 and 1934 his series of articles "Quesiti caravaggeschi" as well as his “Officina Ferrarese” were published. In 1934 he began to teach Mediaeval and Modern Art at the University of Bologna, where he also organized an exhibition about Bolognese Painting of the XVIII Century (1935-1936). During this period he began to express a deep interest in contemporary painting, as documented by a monograph about Carlo Carrà (1937) and by the intense frequentation of Giorgio Morandi. Between 1947 and 1958 he also participated in the organizational committees for the Venetian Biennali. In 1939 Longhi moved to Florence. Together with Ranuccio Bianchi Bandinelli (1938-1940) and Carlo Ludovico Ragghianti he directed the periodical “La Critica d’Arte”. In these years he published Fatti di Masolino e di Masaccio (1940), Carlo Braccesco (1942), and Viatico per cinque secoli di pittura veneziana (1946 )as a follow-up to the 1945 exhibition curated by Rodolfo Pallucchini. In 1943, the first annual number of “Proporzioni” was published (three other would follow in 1948, 1950, and 1963); in 1950 the first issue of “Paragone”: the periodical that Longhi would direct, together with Anna Banti, until his death (Longhi oversaw the art section, Banti the literature section). In 1949 he began to teach at the University of Florence. Longhi also organized some very remarkable exhibitions: in Bologna an exhibition dedicated to Giuseppe Maria Crespi (1948) and another on Bolognese painting of the XIV century (1950), In Milan the most famous one about Caravaggio and the Caravaggesques (1951) and, two years later (1953) I pittori della realtà in Lombardia. At the same time, RL worked with the director Umberto Barbaro to produce documentaries about artists (Carpaccio, Caravaggio, Carrà). In 1956 he published the volume on Correggio e la camera di San Paolo a Parma. He died in 1970, leaving his own art collection, his library, his fototeca, and the house in which they were kept 'to the benefit to the younger generation' in his will.
" ,
 "http://www.wikidata.org/entity/Q1404472" , "http://www.w3.org/2000/01/rdf-schema#label" , "Italian Renaissance" ,
 "http://www.wikidata.org/entity/Q1404472" , "http://www.w3.org/2000/01/rdf-schema#label" , "      Italian Renaissance" ,
 "http://www.wikidata.org/entity/Q1404472" , "http://www.w3.org/2000/01/rdf-schema#label" , "                Italian Renaissance" ,
 "http://www.wikidata.org/entity/Q1572315" , "http://www.w3.org/2000/01/rdf-schema#label" , "                            collotype technique" ,
 "http://www.wikidata.org/entity/Q166118" , "http://www.w3.org/2000/01/rdf-schema#label" , "          archive" ,
 "http://www.wikidata.org/entity/Q166118" , "http://www.w3.org/2000/01/rdf-schema#label" , "                  archive" ,
 "http://www.wikidata.org/entity/Q166118" , "http://www.w3.org/2000/01/rdf-schema#label" , "                   archive" ,
 "http://www.wikidata.org/entity/Q166118" , "http://www.w3.org/2000/01/rdf-schema#label" , "              archives" ,
 "http://www.wikidata.org/entity/Q166118" , "http://www.w3.org/2000/01/rdf-schema#label" , "                            archive" ,
 "http://www.wikidata.org/entity/Q170571" , "http://www.w3.org/2000/01/rdf-schema#label" , "                      still life" ,
 "http://www.wikidata.org/entity/Q170571" , "http://www.w3.org/2000/01/rdf-schema#label" , "                            still life" ,
 "http://www.wikidata.org/entity/Q172984" , "http://www.w3.org/2000/01/rdf-schema#label" , "            gelatin silver process" ,
 "http://www.wikidata.org/entity/Q172984" , "http://www.w3.org/2000/01/rdf-schema#label" , "                   gelatin silver process" ,
 "http://www.wikidata.org/entity/Q172984" , "http://www.w3.org/2000/01/rdf-schema#label" , "                            gelatin silver process" ,
 "http://www.wikidata.org/entity/Q20103" , "http://www.w3.org/2000/01/rdf-schema#label" , "Assisi" ,
 "http://www.wikidata.org/entity/Q2044" , "http://www.wikidata.org/wiki/Property:P131" , "http://www.wikidata.org/entity/Q16172" ,
 "http://www.wikidata.org/entity/Q2044" , "http://www.wikidata.org/wiki/Property:P131" , "https://w3id.org/artchives/MD1559137221829" ,
 "http://www.wikidata.org/entity/Q2044" , "http://www.w3.org/2000/01/rdf-schema#label" , "Florence" ,
 "http://www.wikidata.org/entity/Q2044" , "http://www.w3.org/2000/01/rdf-schema#label" , "                  Florence" ,
 "http://www.wikidata.org/entity/Q2044" , "http://www.w3.org/2000/01/rdf-schema#label" , "            Florence" ,
 "http://www.wikidata.org/entity/Q2044" , "http://www.w3.org/2000/01/rdf-schema#label" , "                 Florence" ,
 "http://www.wikidata.org/entity/Q2044" , "http://www.w3.org/2000/01/rdf-schema#label" , "                  Florence" ,
 "http://www.wikidata.org/entity/Q2044" , "http://www.w3.org/2000/01/rdf-schema#label" , "                       Florence" ,
 "http://www.wikidata.org/entity/Q2044" , "http://www.w3.org/2000/01/rdf-schema#label" , "                           Florence" ,
 "http://www.wikidata.org/entity/Q207241" , "http://www.w3.org/2000/01/rdf-schema#label" , "                            applied arts" ,
 "http://www.wikidata.org/entity/Q220" , "http://www.wikidata.org/wiki/Property:P131" , "http://www.wikidata.org/entity/Q220" ,
 "http://www.wikidata.org/entity/Q220" , "http://www.wikidata.org/wiki/Property:P131" , "http://www.wikidata.org/entity/Q15119" ,
 "http://www.wikidata.org/entity/Q220" , "http://www.w3.org/2000/01/rdf-schema#label" , "Rome" ,
 "http://www.wikidata.org/entity/Q220" , "http://www.w3.org/2000/01/rdf-schema#label" , "        Rome" ,
 "http://www.wikidata.org/entity/Q220" , "http://www.w3.org/2000/01/rdf-schema#label" , "             Rome" ,
 "http://www.wikidata.org/entity/Q220" , "http://www.w3.org/2000/01/rdf-schema#label" , "                                     Rome" ,
 "http://www.wikidata.org/entity/Q220" , "http://www.w3.org/2000/01/rdf-schema#label" , "                                     Rome" ,
 "http://www.wikidata.org/entity/Q2751" , "http://www.w3.org/2000/01/rdf-schema#label" , "Siena" ,
 "http://www.wikidata.org/entity/Q2943" , "http://www.w3.org/2000/01/rdf-schema#label" , "                Sistine Chapel" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P106" , "http://www.wikidata.org/entity/Q22132694" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P106" , "http://www.wikidata.org/entity/Q1792450" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P106" , "http://www.wikidata.org/entity/Q674426" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P27" , "http://www.wikidata.org/entity/Q21" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P800" , "https://w3id.org/artchives/artHistorianBibliography" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q1404472" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q2751" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q38" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q50641" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q49210" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q537874" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q37562" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q213523" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q6373" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q869690" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q946420" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P569" , "1913" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.wikidata.org/wiki/Property:P570" , "1994" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.wikidata.org/entity/Q5" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.w3.org/2000/01/rdf-schema#label" , "John Pope-Hennessy" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.w3.org/2000/01/rdf-schema#label" , "          John Pope-Hennessy" ,
 "http://www.wikidata.org/entity/Q537874" , "http://www.w3.org/2000/01/rdf-schema#label" , "                John Pope-Hennessy" ,
 "http://www.wikidata.org/entity/Q537874" , "http://purl.org/dc/terms/description" , "Sir John Wyndham Pope-Hennessy (1913-1994) was a British art historian, museum director, curator, and an expert on Italian Renaissance sculpture and painting. He served as director of both the Victoria and Albert Museum (1967-1973) and the British Museum (1974-1976). In 1977, he became Chairman of the Department of European Paintings at the Metropolitan Museum of Art and professor of art history at New York University's Institute of Fine Arts. Sienese Quattrocento painting was Pope-Hennessy's first field of research and was marked by his monograph on the painter Giovanni di Paolo. However, his greatest contribution to the history of art is perhaps his research and writing on Italian sculpture, which profited from his decades-long work with the rich sculpture collection at the Victoria and Albert Museum. His three-volume Introduction to Italian Sculpture has remained an important reference work and was followed by studies on Donatello, bronze statuettes, and Italian plaquettes.

" ,
 "http://www.wikidata.org/entity/Q555132" , "http://www.w3.org/2000/01/rdf-schema#label" , "               Handwritten Notes" ,
 "http://www.wikidata.org/entity/Q555132" , "http://www.w3.org/2000/01/rdf-schema#label" , "                  Handwritten Notes" ,
 "http://www.wikidata.org/entity/Q555132" , "http://www.w3.org/2000/01/rdf-schema#label" , "                      Handwritten Notes" ,
 "http://www.wikidata.org/entity/Q610687" , "http://www.w3.org/2000/01/rdf-schema#label" , "                  Venetian school" ,
 "http://www.wikidata.org/entity/Q610687" , "http://www.w3.org/2000/01/rdf-schema#label" , "                         Venetian school" ,
 "http://www.wikidata.org/entity/Q682827" , "http://www.w3.org/2000/01/rdf-schema#label" , "The Frick Collection" ,
 "http://www.wikidata.org/entity/Q7787" , "http://www.w3.org/2000/01/rdf-schema#label" , "history of Europe" ,
 "https://w3id.org/artchives/1557321703-04/" , "http://www.w3.org/ns/prov#generatedAtTime" , "2020-11-13T12:12:26.957Z" ,
 "https://w3id.org/artchives/1557321703-04/" , "http://www.w3.org/ns/prov#wasGeneratedBy" , "https://w3id.org/artchives/marilena-dot-daquino2-at-unibo-dot-it" ,
 "https://w3id.org/artchives/1557321703-04/" , "https://w3id.org/artchives/publicationStage" , "published" ,
 "https://w3id.org/artchives/1557321703-04/" , "http://www.w3.org/ns/prov#wasInfluencedBy" , "https://w3id.org/artchives/marilena-dot-daquino2-at-unibo-dot-it" ,
 "https://w3id.org/artchives/1557321703-04/" , "http://www.w3.org/2000/01/rdf-schema#label" , "Federico Zeri" ,
 "https://w3id.org/artchives/francesca-dot-mambelli6-at-unibo-dot-it" , "http://www.w3.org/2000/01/rdf-schema#label" , "francesca.mambelli6@unibo.it" ,
 "https://w3id.org/artchives/MD1557321803308" , "http://www.w3.org/2000/01/rdf-schema#comment" , "profession" ,
